161732,9947	0,937	0,330	0,023	-0,685	-0,081	0,765	0,000	0,000	0,000
161733,0048	0,934	0,331	0,024	-0,705	0,383	0,470	0,000	0,000	0,000
161733,0147	0,934	0,333	0,033	-0,423	0,121	0,497	0,000	0,000	0,000
161733,0237	0,933	0,333	0,036	-0,846	-0,161	0,443	-0,018	0,351	-0,645
161733,0326	0,933	0,330	0,028	-0,967	0,141	0,174	-0,018	0,351	-0,645
161733,0416	0,931	0,331	0,029	-0,665	0,363	0,013	0,000	0,000	0,000
161733,0506	0,929	0,331	0,031	-0,624	0,000	0,027	0,000	0,000	0,000
161733,0596	0,928	0,332	0,031	-0,403	0,282	-0,429	0,000	0,000	0,000
161733,0686	0,929	0,331	0,025	-0,826	0,322	-0,577	-0,018	0,351	-0,645
161733,0775	0,930	0,330	0,025	-0,765	0,423	-0,845	-0,021	0,348	-0,645
161733,0875	0,932	0,330	0,029	-0,765	0,222	-1,141	0,000	0,000	0,000
161733,0965	0,932	0,331	0,028	-0,786	0,383	-1,329	0,000	0,000	0,000
161733,1064	0,936	0,332	0,024	-0,685	0,383	-1,208	0,000	0,000	0,000
161733,1155	0,943	0,331	0,022	-0,725	0,141	-1,221	0,000	0,000	0,000
161733,1254	0,952	0,331	0,025	-0,322	0,242	-1,114	-0,015	0,351	-0,645
161733,1344	0,957	0,331	0,026	-0,463	0,383	-1,087	-0,021	0,351	-0,645
161733,1453	0,961	0,330	0,026	-0,745	0,282	-0,953	-0,018	0,355	-0,645
161733,1539	0,972	0,331	0,026	-0,342	0,383	-0,349	0,000	0,000	0,000
161733,1641	0,977	0,330	0,024	-0,544	0,101	0,470	0,000	0,000	0,000
161733,1731	0,983	0,329	0,027	-0,564	0,020	1,409	-0,018	0,351	-0,645
161733,1830	0,987	0,332	0,044	-0,584	0,040	2,174	-0,018	0,351	-0,645
161733,1930	0,984	0,327	0,025	-0,967	0,242	3,355	0,000	0,000	0,000
161733,2030	0,980	0,326	0,016	-0,282	0,081	4,147	0,000	0,000	0,000
161733,2119	0,974	0,330	0,039	-0,443	0,121	4,966	-0,018	0,351	-0,645
161733,2209	0,966	0,329	0,036	-0,705	-0,101	5,489	-0,015	0,351	-0,645
161733,2299	0,959	0,326	0,022	-1,088	0,060	6,066	-0,018	0,348	-0,642
161733,2389	0,956	0,325	0,022	-0,685	0,201	6,267	-0,015	0,348	-0,642
161733,2478	0,950	0,325	0,030	-0,584	0,383	6,442	0,000	0,000	0,000
161733,2578	0,944	0,324	0,026	-0,624	-0,101	6,683	0,000	0,000	0,000
161733,2668	0,939	0,324	0,025	-0,826	0,081	6,549	0,000	0,000	0,000
161733,2758	0,936	0,324	0,029	-0,947	0,423	6,335	0,000	0,000	0,000
161733,2847	0,934	0,321	0,033	-0,564	0,000	6,308	-0,009	0,345	-0,639
161733,2937	0,933	0,320	0,029	-0,463	0,060	6,080	-0,012	0,345	-0,639
161733,3027	0,932	0,318	0,023	-0,665	-0,020	5,476	0,000	0,000	0,000
161733,3117	0,930	0,318	0,025	-0,604	0,222	5,395	0,000	0,000	0,000
161733,3206	0,924	0,319	0,028	-0,685	0,161	5,073	0,000	0,000	0,000
161733,3296	0,920	0,320	0,028	-0,624	0,564	4,590	0,000	0,000	0,000
161733,3386	0,918	0,318	0,027	-0,705	0,242	3,718	-0,009	0,342	-0,636
161733,3476	0,919	0,316	0,027	-0,564	0,383	3,436	-0,009	0,342	-0,636
161733,3565	0,920	0,316	0,028	-0,483	0,504	2,859	-0,009	0,342	-0,636
161733,3655	0,922	0,315	0,030	-0,826	0,242	2,308	-0,006	0,342	-0,636
161733,3755	0,926	0,315	0,029	-0,443	0,101	2,067	-0,009	0,342	-0,636
161733,3845	0,931	0,315	0,028	-0,725	0,242	1,570	0,000	0,000	0,000
161733,3934	0,937	0,313	0,027	-0,604	0,161	1,543	0,000	0,000	0,000
161733,4024	0,939	0,315	0,029	-0,705	0,383	1,060	0,000	0,000	0,000
161733,4114	0,940	0,313	0,028	-0,685	0,423	0,845	-0,009	0,342	-0,636
161733,4204	0,939	0,313	0,028	-0,584	0,342	0,859	-0,006	0,342	-0,636
161733,4313	0,944	0,313	0,028	-0,745	0,161	0,698	-0,006	0,342	-0,636
161733,4403	0,953	0,312	0,029	-0,584	0,504	0,792	-0,009	0,342	-0,636
161733,4493	0,965	0,312	0,029	-0,645	0,302	0,792	0,000	0,000	0,000
161733,4583	0,969	0,312	0,029	-0,927	0,161	1,315	0,000	0,000	0,000
161733,4667	0,968	0,312	0,027	-0,886	0,242	1,798	0,000	0,000	0,000
161733,4757	0,962	0,311	0,025	-0,685	0,282	2,335	-0,006	0,342	-0,636
161733,4847	0,959	0,310	0,026	-0,604	0,302	2,188	0,000	0,000	0,000
161733,4936	0,957	0,310	0,026	-0,604	0,060	2,295	-0,006	0,339	-0,633
161733,5026	0,959	0,309	0,023	-0,443	0,242	2,590	0,000	0,000	0,000
161733,5116	0,957	0,310	0,023	-0,342	0,121	2,657	0,000	0,000	0,000
161733,5206	0,957	0,310	0,027	-0,483	0,483	2,832	0,000	0,000	0,000
161733,5295	0,957	0,309	0,027	-0,604	0,483	3,033	0,000	0,000	0,000
161733,5385	0,958	0,308	0,028	-0,705	0,443	3,543	-0,003	0,339	-0,633
161733,5475	0,954	0,307	0,031	-0,705	0,161	3,718	-0,003	0,336	-0,633
161733,5565	0,943	0,308	0,031	-0,423	0,141	3,476	-0,003	0,339	-0,633
161733,5655	0,925	0,309	0,031	-0,443	0,141	2,939	0,000	0,000	0,000
161733,5744	0,918	0,308	0,031	-0,866	0,222	2,590	0,000	0,000	0,000
161733,5834	0,917	0,307	0,026	-0,947	0,342	1,651	-0,003	0,336	-0,630
161733,5924	0,920	0,306	0,023	-0,765	0,141	1,181	-0,003	0,336	-0,633
161733,6031	0,926	0,307	0,028	-0,564	0,403	0,564	0,000	0,000	0,000
161733,6121	0,932	0,306	0,031	-0,725	0,342	0,121	0,000	0,000	0,000
161733,6211	0,938	0,306	0,033	-0,826	0,342	-0,081	0,000	0,000	0,000
161733,6301	0,945	0,305	0,029	-0,765	0,443	-0,255	-0,003	0,336	-0,630
161733,6390	0,947	0,305	0,028	-0,705	0,342	-0,349	0,000	0,339	-0,633
