162421,3306	0,865851	0,474446	0,629406	1,000000	-0,360365	0,006145	-0,003253	0,017595	-0,999821
162421,3406	0,865827	0,474491	0,629143	1,000000	-0,124448	0,001109	-0,001110	0,021276	-0,999772
162421,3506	0,865892	0,474389	0,629369	1,000000	-0,456620	0,005585	-0,004046	0,010949	-0,999916
162421,3595	0,865846	0,474213	0,629476	1,000000	-0,289216	0,006603	-0,002624	0,015200	-0,999859
162421,3685	0,865895	0,474290	0,629428	1,000000	-0,233163	0,001003	-0,002055	0,019617	-0,999805
162421,3775	0,865874	0,474465	0,629291	1,000000	-0,331155	0,006510	-0,003005	0,017567	-0,999820
162421,3871	0,865835	0,474217	0,629470	1,000000	-0,286356	0,006541	-0,002599	0,015313	-0,999858
162421,3971	0,865843	0,474218	0,629471	1,000000	-0,278761	0,006538	-0,002532	0,015164	-0,999860
162421,4071	0,865995	0,474592	0,629240	1,000000	-0,261023	0,005984	-0,002394	0,019361	-0,999792
162421,4171	0,865854	0,474165	0,629523	1,000000	-0,330347	0,005849	-0,002973	0,015304	-0,999861
162421,4261	0,865821	0,474532	0,629331	1,000000	-0,183174	0,007636	-0,001733	0,017649	-0,999814
162421,4343	0,865837	0,474220	0,629462	1,000000	-0,288240	0,006591	-0,002615	0,015112	-0,999861
162421,4433	0,865858	0,474363	0,629443	1,000000	-0,267582	0,004656	-0,002418	0,017832	-0,999827
162421,4534	0,865941	0,474656	0,629250	1,000000	-0,441074	0,005962	-0,003929	0,013384	-0,999885
162421,4624	0,865883	0,473983	0,629607	1,000000	-0,388972	0,002694	-0,003436	0,015243	-0,999874
162421,4725	0,865859	0,474136	0,629614	1,000000	-0,360783	0,005311	-0,003229	0,015195	-0,999865
162421,4814	0,865916	0,474301	0,629514	1,000000	-0,391643	0,008275	-0,003542	0,014974	-0,999847
162421,4914	0,865854	0,474132	0,629623	1,000000	-0,362485	0,005304	-0,003244	0,015198	-0,999865
162421,5013	0,865791	0,474306	0,629414	1,000000	-0,295923	0,003759	-0,002649	0,017717	-0,999833
162421,5103	0,865855	0,474170	0,629524	1,000000	-0,322644	0,005848	-0,002904	0,015160	-0,999864
162421,5203	0,865896	0,474441	0,629409	1,000000	-0,475598	0,006463	-0,004220	0,010812	-0,999912
162421,5293	0,865903	0,474515	0,629303	1,000000	-0,447187	0,007707	-0,003985	0,010738	-0,999905
162421,5393	0,865876	0,474430	0,629321	1,000000	-0,167163	0,003150	-0,001521	0,019654	-0,999801
162421,5502	0,865888	0,474490	0,629348	1,000000	-0,275394	0,007086	-0,002528	0,017619	-0,999817
162421,5589	0,865924	0,474610	0,629217	1,000000	-0,328113	0,002076	-0,002895	0,015231	-0,999878
162421,5679	0,865939	0,474465	0,629319	1,000000	-0,491803	0,007017	-0,004367	0,010784	-0,999908
162421,5780	0,865866	0,474442	0,629316	1,000000	-0,412170	0,006347	-0,003666	0,010880	-0,999914
162421,5873	0,865894	0,474308	0,629455	1,000000	-0,498801	0,004118	-0,004398	0,010986	-0,999922
162421,5969	0,865935	0,474514	0,629272	1,000000	-0,380817	0,007437	-0,003455	0,017613	-0,999811
162421,6058	0,865853	0,474387	0,629340	1,000000	-0,305206	0,005149	-0,002755	0,017657	-0,999827
162421,6147	0,865905	0,474167	0,629496	1,000000	-0,363569	0,005872	-0,003262	0,015128	-0,999863
162421,6238	0,866019	0,474316	0,629466	1,000000	-0,479076	0,008670	-0,004310	0,014881	-0,999842
162421,6326	0,865980	0,474309	0,629385	1,000000	-0,406587	0,008482	-0,003676	0,015036	-0,999844
162421,6428	0,865973	0,474553	0,629229	1,000000	-0,489732	0,008139	-0,004362	0,010809	-0,999899
162421,6521	0,865802	0,474535	0,629096	1,000000	-0,073922	0,001924	-0,000686	0,021320	-0,999771
162421,6621	0,865851	0,474082	0,629581	1,000000	-0,346428	0,004388	-0,003090	0,015231	-0,999870
162421,6710	0,865819	0,474500	0,629349	1,000000	-0,304924	0,007262	-0,002788	0,017488	-0,999817
162421,6799	0,865981	0,474446	0,629264	1,000000	-0,332233	0,006405	-0,003013	0,017708	-0,999818
162421,6889	0,865963	0,474510	0,629260	1,000000	-0,391058	0,000499	-0,003421	0,015400	-0,999875
162421,6979	0,866035	0,474517	0,629178	1,000000	-0,541688	0,007857	-0,004811	0,010695	-0,999900
162421,7068	0,865874	0,474487	0,629194	1,000000	-0,200097	0,001080	-0,001770	0,021244	-0,999772
